,BANK NAME,IFSC,OFFICE,ADDRESS,DISTRICT,CITY,STATE,PHONE
0,THE MUMBAI DISTRICT CENTRAL COOPERATIVE BANK LIMITED,MDCB0680001,RTGS-HO,"207, ""MUMBAI BANK BHAVAN"" D.N ROAD, FORT ,MUMBAI 400 001",MUMBAI,MUMBAI,MAHARASHTRA,22617154
1,THE MUMBAI DISTRICT CENTRAL COOPERATIVE BANK LIMITED,MDCB0680002,PALTON ROAD,"SHREE CHHATRAPATI SHIVAJI MAHARAJ MANDAI, 1ST FLOOR, PALTON ROAD,MUMBAI 400 001",MUMBAI,MUMBAI,MAHARASHTRA,22698397
2,THE MUMBAI DISTRICT CENTRAL COOPERATIVE BANK LIMITED,MDCB0680003,VILE PARLE,"DAMODAR BHAVAN, OPP.VILE PARLE STATION, VILE PARLE (W),MUMBAI 400 056",MUMBAI,MUMBAI,MAHARASHTRA,26142389
3,THE MUMBAI DISTRICT CENTRAL COOPERATIVE BANK LIMITED,MDCB0680004,DADAR,"NILKANTH APPARTMENTS,SHRI SOUND STUDIO COMPOUND,GOKULDAS PASTA LANE, DADAR, MUMBAI 400014",MUMBAI,MUMBAI,MAHARASHTRA,24114498
4,THE MUMBAI DISTRICT CENTRAL COOPERATIVE BANK LIMITED,MDCB0680005,GHATKOPAR EAST,"SHIVSHAKTI HEIGHTS, PLOT NO.252, SHOP NO.1, PATEL CHOWK, PANTNAGAR, GHATKOPAR (E),MUMBAI 400 077",MUMBAI,MUMBAI,MAHARASHTRA,21024342
5,THE MUMBAI DISTRICT CENTRAL COOPERATIVE BANK LIMITED,MDCB0680006,MALAD,"SHREE G. APARTMENTS,KAPADIA BUILDING,61, RAMCHANDRA LANE, S. V. ROAD, MALAD (W),MUMBAI 400 064",MUMBAI,MUMBAI,MAHARASHTRA,28822556
6,THE MUMBAI DISTRICT CENTRAL COOPERATIVE BANK LIMITED,MDCB0680007,KURLA,"PLOT - A, GARDEN ROSE COLONY,OPP.MUKUND IRON & STEEL WORKS LTD.,LALBAHADUR SHASTRI MARG,KURLA (W),MUMBAI 400 070.",MUMBAI,MUMBAI,MAHARASHTRA,25042687
7,THE MUMBAI DISTRICT CENTRAL COOPERATIVE BANK LIMITED,MDCB0680008,JAGDUSHANAGAR,"SHAH VENI BHAVAN,SHREE NAGHER SAMAJ HALL,BLOCK NO.1 & 2, JAGDUSHANAGAR,GHATKOPAR (W),MUMBAI - 400 086.",MUMBAI,MUMBAI,MAHARASHTRA,25148398
8,THE MUMBAI DISTRICT CENTRAL COOPERATIVE BANK LIMITED,MDCB0680009,CHEMBUR FINE ART,"RUNWAL SHOPPING CENTRE CHS LTD.,PLOT NO.42, 15TH ROAD, R.C. CHEMBURKAR MARG, CHEMBUR,MUMBAI ┬û 400 071.",MUMBAI,MUMBAI,MAHARASHTRA,25276083
9,THE MUMBAI DISTRICT CENTRAL COOPERATIVE BANK LIMITED,MDCB0680010,LALBAUG,"AKHALWAYA BUILDING,DR.S. S. RAO ROAD, GANESH LANE, LALBAUG,MUMBAI - 400 012.",MUMBAI,MUMBAI,MAHARASHTRA,24710379
10,THE MUMBAI DISTRICT CENTRAL COOPERATIVE BANK LIMITED,MDCB0680012,BYCULLA,"SIDDHACHAL DARSHAN, LOVE LANE,BEHIND BYCULLA POLICE STATION,OPP.JAIN MANDIR, BYCULLA (E),MUMBAI - 400 027.",MUMBAI,MUMBAI,MAHARASHTRA,23720049
11,THE MUMBAI DISTRICT CENTRAL COOPERATIVE BANK LIMITED,MDCB0680013,MULUND WEST,"PRASAD BUILDING,DR.SAROJINI NAIDU ROAD,MULUND (W),MUMBAI - 400 080.",MUMBAI,MUMBAI,MAHARASHTRA,25613733
12,THE MUMBAI DISTRICT CENTRAL COOPERATIVE BANK LIMITED,MDCB0680014,ANDHERI WEST,"LAXMAN ZULA, OPP.MUNICIPAL GARDEN,J. P. ROAD, NEAR NAVRANG CINEMA,ANDHERI (W),MUMBAI - 400 058.",MUMBAI,MUMBAI,MAHARASHTRA,26778451
13,THE MUMBAI DISTRICT CENTRAL COOPERATIVE BANK LIMITED,MDCB0680015,KANDIVALI POISAR,"PRAMIRA APARTMENT,GAVDEVI ROAD, S. V. ROAD,POINSUR VILLAGE, KANDIVALI (W),MUMBAI - 400 067.",MUMBAI,MUMBAI,MAHARASHTRA,28050314
14,THE MUMBAI DISTRICT CENTRAL COOPERATIVE BANK LIMITED,MDCB0680016,FORT,"207, ""MUMBAI BANK BHAVAN"" D.N ROAD, FORT ,MUMBAI 400 001",MUMBAI,MUMBAI,MAHARASHTRA,22617026
15,THE MUMBAI DISTRICT CENTRAL COOPERATIVE BANK LIMITED,MDCB0680017,BORIVALI WEST,"SHOP NO.4 & 5, SAT KRUPA CO-OP. HSG. STY. LTD., PREM NAGAR, NEAR NATURAL ICE-CREAM, S.V.P. ROAD, BORIVALI (W), MUMBAI ┬û 400 092.",MUMBAI,MUMBAI,MAHARASHTRA,28935873
