,BANK NAME,IFSC,OFFICE,ADDRESS,DISTRICT,CITY,STATE,PHONE
0,IDBI BANK,IBKL0000001,INDORE,"ALANKAR CHAMBERS,RATLAM KOTHI , A.B.ROAD,",INDORE,INDORE,MADHYA PRADESH,0
1,IDBI BANK,IBKL0000002,BASHEER BAGH,MAHAVIR HOUSEBASHEERBAGH SQUARE,HYDERABAD URBAN,HYDERABAD,ANDHRA PRADESH,0
2,IDBI BANK,IBKL0000003,CHANDIGARH,"SCO 55 - 56 - 57, MADHYA MARGSECTOR 8",CHANDIGARH,CHANDIGARH,CHANDIGARH,0
3,IDBI BANK,IBKL0000004,NARIMAN POINT,"MITTAL TOWER, 'C'  WING,GR.FLOOR,NARIMAN POINT,",GREATER MUMBAI,MUMBAI,MAHARASHTRA,0
4,IDBI BANK,IBKL0000005,GREAMS ROAD,"P.M.TOWERS37, GREAMS ROAD",CHENNAI,CHENNAI,TAMIL NADU,0
5,IDBI BANK,IBKL0000006,COIMABATORE,"1078, VISCOSE TOWERS,GROUND FLOOR, AVINASHI ROAD,",COIMBOTORE,COIMBATORE,TAMIL NADU,0
6,IDBI BANK,IBKL0000007,F. C. ROAD,DYNANESHWAR PADUKA CHOWKFERGUSSON COLLEGE ROAD,PUNE,PUNE,MAHARASHTRA,0
7,IDBI BANK,IBKL0000008,MISSION ROAD,"IDBI HOUSE,58, MISSION ROAD,",BANGALORE URBAN,BANGALORE,KARNATAKA,0
8,IDBI BANK,IBKL0000009,C G ROAD,"IDBI COMPLEX, LAL BUNGLOW,OFF C.G. ROAD,",AHMEDABAD,AHMEDABAD,GUJARAT,0
9,IDBI BANK,IBKL0000010,SIRI FORT,"1/6,  SIRI FORT INSTITUTIONAL AREAKHEL GAON MARG",NEW DELHI,DELHI,DELHI,0
10,IDBI BANK,IBKL0000011,K G MARG,"SURYA KIRAN BUILDING , GROUND FLOOR19 K.G.MARG",NEW DELHI,DELHI,DELHI,0
11,IDBI BANK,IBKL0000012,PARK STREET,"SIDDHA POINT, GROUND FLOOR,101, PARK STREET,",KOLKATA,KOLKATA,WEST BENGAL,0
12,IDBI BANK,IBKL0000013,JAIPUR,"D-24,DURLABH NIWASPRITHVIRAJ ROAD,C-SCHEME",JAIPUR,JAIPUR,RAJASTHAN,0
13,IDBI BANK,IBKL0000014,KHAR,"DHARMI NIWAS , PLOT N0.77R.K.MISSION MARG , KHAR",GREATER MUMBAI,MUMBAI,MAHARASHTRA,0
14,IDBI BANK,IBKL0000015,LUCKNOW,"DHAN COMPLEX15, ASHOKA MARG",LUCKNOW,LUCKNOW,UTTAR PRADESH,0
