,BANK NAME,IFSC,OFFICE,ADDRESS,DISTRICT,CITY,STATE,PHONE
0,NAV JEEVAN CO OP BANK LTD,NJBK0000001,RTGS-HO,"BHAWANI SAW MILLS COMPOUND, ULHASNAGAR 421003",THANE,ULHASNAGAR,MAHARASHTRA,2527101
1,NAV JEEVAN CO OP BANK LTD,NJBK0790001,MAIN BRANCH,"BHAWANI SAW MILLS COMPOUND,ULHASNAGAR 421003",THANE,ULHASNAGAR,MAHARASHTRA,2527101
2,NAV JEEVAN CO OP BANK LTD,NJBK0790002,SIRU CHOWK BRANCH,"AKASHDEEP SHOPPING TOWER,CHELLARAM ROAD,ULHASNAGAR -421002",THANE,ULHASNAGAR,MAHARASHTRA,2721051
3,NAV JEEVAN CO OP BANK LTD,NJBK0790003,CHOPRA COURT BRANCH,"SADOROMAL COMPLEX,NEAR CHOPRA COURT,ULHASNAGAR -421003",THANE,ULHASNAGAR,MAHARASHTRA,2721054
4,NAV JEEVAN CO OP BANK LTD,NJBK0790004,ULHASNAGAR BRANCH,"GUR PLAZA,1ST AND 2ND FLOOR,OPP POLICE STATION,ULHASNAGAR - 421001",THANE,ULHASNAGAR,MAHARASHTRA,2721055
5,NAV JEEVAN CO OP BANK LTD,NJBK0790005,ULHASNAGAR BRANCH,"RATAN CHAMBERS,1ST FLOOR,NEAR RATAN SOAP FACTORY,ULHASNAGAR -421004",THANE,ULHASNAGAR,MAHARASHTRA,2581929
6,NAV JEEVAN CO OP BANK LTD,NJBK0790006,BKC BRANCH,"B.G.TILAK SCHOOL COMPOUND,NEAR CHALIHA SAHIB MANDIR,ULHASNAGAR-421005",THANE,ULHASNAGAR,MAHARASHTRA,2526060
7,NAV JEEVAN CO OP BANK LTD,NJBK0790007,ULHASNAGAR BRANCH,"MAYUR MASALA BUILDING,NEAR BHAGAT KANWARAM CHOWK,OPP.BK NO.950 SEC.22 ULHASNAGAR 421003",THANE,ULHASNAGAR,MAHARASHTRA,2712072
8,NAV JEEVAN CO OP BANK LTD,NJBK0790008,THANE BRANCH,"KRISHNA NIWAS,CHHATRAPATI SHIVAJI SOCITY,GROUND FLOOR,PLOT NO.F-3,KOPRI COLONY,THANE ( EAST ) -400 603",THANE,THANE,MAHARASHTRA,25323675
