,BANK NAME,IFSC,OFFICE,ADDRESS,DISTRICT,CITY,STATE,PHONE
0,WOORI BANK,HVBK0000001,CHENNAI BRANCH,"2nd Floor, Lotte India, No 4/169, Rajiv Gandhi Salai, Kandhanchavadi, Perungudi Taluk, Chennai - 600096",CHENNAI,CHENNAI,TAMIL NADU,33466900
1,WOORI BANK,HVBK0000002,GURGAON BRANCH,"1ST FLOOR, A-BLOCK, SALCON PLATINA BUILDING, DLF PHASE 1, SIKANDERPUR, MG ROAD, SECTOR - 28, GURGAON",GURGAON,GURGAON,HARYANA,3046700
2,WOORI BANK,HVBK0000003,MUMBAI BRANCH,"UNIT NO 601, 6TH FLOOR, BIRLA CENTURION, CENTURY MILLS COMPOUND, PANDURANG BUDHKAR MARG, WORLI, MUMBAI - 400030",MUMBAI,MUMBAI,MAHARASHTRA,62638100
3,WOORI BANK,HVBK0999999,HO TREASURY,"UNIT NO 601, 6TH FLOOR, BIRLA CENTURION, CENTURY MILLS COMPOUND, PANDURANG BUDHKAR MARG, WORLI, MUMBAI - 400030",MUMBAI,MUMBAI,MAHARASHTRA,62638100
