,BANK NAME,IFSC,OFFICE,ADDRESS,DISTRICT,CITY,STATE,PHONE
0,THE DELHI STATE COOPERATIVE BANK LIMITED,DLSC0000001,RTGS-HO,"31,NETAJI SUBHASH MARG,DARYAGANJ,NEW DELHI 110002",DELHI,NEW DELHI,DELHI,0
1,THE DELHI STATE COOPERATIVE BANK LIMITED,DLSC0000002,DARYAGANJ,"31,NETAJI SUBHASH MARG,DARYAGANJ,NEW DELHI 110002",CENTRAL,NEW DELHI,DELHI,23273883
2,THE DELHI STATE COOPERATIVE BANK LIMITED,DLSC0000003,NEW DELHI,"15 BY 16,JANPATH LANE,JANPATH,NEW DELHI 110001",NEW DELHI,NEW DELHI,DELHI,23321668
3,THE DELHI STATE COOPERATIVE BANK LIMITED,DLSC0000004,KHARI BAOLI,"18823,LAHORI GATE,KHARI BAOLI,DELHI 110006",CENTRAL,NEW DELHI,DELHI,23978496
4,THE DELHI STATE COOPERATIVE BANK LIMITED,DLSC0000005,SOUTH EXTENSION,"1465 BY 7,GALI NO 7,KOTLA MUBARAKPUR,DELHI 110003",SOUTH,NEW DELHI,DELHI,24626663
5,THE DELHI STATE COOPERATIVE BANK LIMITED,DLSC0000006,HAUZ KHAS,"3,SIRIFORT INST.AREA,AUGUST KRANTI MARG,HAUZ KHAS,NEW DELHI 110016",SOUTH,NEW DELHI,DELHI,26562064
6,THE DELHI STATE COOPERATIVE BANK LIMITED,DLSC0000007,BADARPUR,"219,MAIN BAZAR,NEAR SHIV MANDIR,BADARPUR,NEW DELHI 110044",SOUTH,NEW DELHI,DELHI,26946351
7,THE DELHI STATE COOPERATIVE BANK LIMITED,DLSC0000008,MEHRAULI,"15 A,WARD NO.1,MEHRAULI,NEW DELHI 110030",SOUTH,NEW DELHI,DELHI,26641437
8,THE DELHI STATE COOPERATIVE BANK LIMITED,DLSC0000009,AZADPUR,"D 379,AZADPUR MANDI,AZADPUR,DELHI 110033",NORTH,NEW DELHI,DELHI,27671795
9,THE DELHI STATE COOPERATIVE BANK LIMITED,DLSC0000010,MOTI NAGAR,"C BY O APNA BAZAR,KARAMPURA,MOTI NAGAR,DELHI 110015",WEST,NEW DELHI,DELHI,25101917
10,THE DELHI STATE COOPERATIVE BANK LIMITED,DLSC0000011,SHAHDARA,"383 BY 10B,1ST FLOOR,MAIN ROAD,EAST AZAD NAGAR,NEAR SURYA NURSING HOME,SHAHDARA DELHI 51",SHAHDARA,NEW DELHI,DELHI,22096889
11,THE DELHI STATE COOPERATIVE BANK LIMITED,DLSC0000012,NARELA,"OPP.JAT DHARAMSHALA,RAILWAY ROAD,NEAR BUS TERMINAL,NARELA,DELHI 110040",NORTH,NEW DELHI,DELHI,27784322
12,THE DELHI STATE COOPERATIVE BANK LIMITED,DLSC0000013,NANGLOI,"MAIN ROHTAK ROAD,NEAR BUS STAND,NANGLOI,DELHI 110041",WEST,NEW DELHI,DELHI,25944226
13,THE DELHI STATE COOPERATIVE BANK LIMITED,DLSC0000014,NAJAFGARH,"KRISHNA COMPLEX,IST FLOOR,GAUSHALA ROAD,NAJAFGARH,DELHI 110043",SOUTH WEST,NEW DELHI,DELHI,25016235
