,BANK NAME,IFSC,OFFICE,ADDRESS,DISTRICT,CITY,STATE,PHONE
0,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000001,RTGS-HO,"SAHAYOG MANDIR, SAHYOG MANDIR PATH,GHANTALI THANE 400602",THANE,THANE,MAHARASHTRA,25447816
1,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000002,MAIN,"SHATATARAKA, BAJI PRABHU DESHPANDE MARG,",THANE,THANE,MAHARASHTRA,25333604
2,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000003,THANE EAST,"NAV-ASHIRWAD, NEAR DAULAT NAGAR,",THANE,THANE,MAHARASHTRA,25323951
3,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000004,POKHRAN,"WESTERN INDIAN STEEL COMPOUND, OPP OSWAL PARKPOKHARAN RD 2 THANE-400601",THANE,THANE,MAHARASHTRA,21736262
4,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000005,CHANDANWADI,"MAHESH DARSHAN, NEAR MAKHALI TALAO, OLD MUMBAI-AGRA ROAD, THANE 400601",THANE,THANE,MAHARASHTRA,25335237
5,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000006,CHENDANI KOLIWADA,"KASHIRATNA BHAVAN, DATTA MANDIR ROAD, NEAR CIDCO BUS STOP, THANE 400601",THANE,THANE,MAHARASHTRA,25442361
6,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000007,SHREE NAGAR,"SHREENAGAR COMMERCIAL COMPLEX, SHREENAGAR, THANE",THANE,THANE,MAHARASHTRA,25827955
7,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000008,SHIVAI NAGAR,"PLOT NO-78, NEAR BUS STOP, SHIVAI NAGARPOKHARAN ROAD NO-1, THANE (W) 400604",THANE,THANE,MAHARASHTRA,25854161
8,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000009,KALYAN,"JEEVARSHREE, JAMUNBAUG COMPOUND, AGRA ROAD,SHIVAJI CHOWK KAYLAN(W)421 301",THANE,KALYAN,MAHARASHTRA,2305594
9,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000010,MULUND,"KESHAV BHUVAN, M G ROAD, NEAR RAILWAY STATION,MULUND-WEST 400080",MUMBAI,MUMBAI,MAHARASHTRA,25655960
10,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000011,GHATKOPAR (EAST),"SAFFIRE ARCHADE, NEAR SONAL SEJAL JEWELLERS, M G ROAD, GHATKOPAR-E 400077",MUMBAI,MUMBAI,MAHARASHTRA,21021565
11,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000012,RUTU PARK,"PARIJAT, RUTUPARK, NEAR VIRDHAVAN BUS STOP, THANE",THANE,THANE,MAHARASHTRA,25442363
12,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000013,GHATKOPAR (WEST),"HINDI HIGH SCHOOL, JHUN JHUNWALA COLLEGE COMPUS,SHREE LAXMINARAYAN PATH, GHATKOPAR WEST-400086",MUMBAI,MUMBAI,MAHARASHTRA,25120435
13,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000015,AIROLI,"MAZIDUN HIGHSCHOOL PREMISES, GR FLOOR SECTOR 8A,AIROLI NAVI MUMBAI-4007083",THANE,NAVI MUMBAI,MAHARASHTRA,65207666
14,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000016,GHODBUNDAR ROAD,"SIDDESHWAR ARCADE, OPP SURAJ WATER PARK, GHODBUNDER ROAD, THANE WEST",THANE,THANE,MAHARASHTRA,25972737
15,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000017,LOKMANYA NAGAR,"SHOP NO 1 TO 4 PANCHPAKHADI SURBHI CHS,N S ROAD, SAWARKAR NAGAR, THANE WEST",THANE,THANE,MAHARASHTRA,25810835
16,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000018,DOMBIVALI,"GR FLOOR, LIKHITE BANGALOW, MOULANA AZAD RD, SUBHASH NAGAR, DOMBICLI(E)",THANE,DOMBIVALI,MAHARASHTRA,2439973
17,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000019,BHANDUP,"G-3 CORPORA LBS ROAD, BHANDUP(WEST)",MUMBAI,MUMBAI,MAHARASHTRA,25958310
18,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000020,DADAR,"GR FLOOR, JEEVAN APT, BABURAO PARULEKAR MARG,NEAR SHARADASHRAM DADAR(W)",MUMBAI,MUMBAI,MAHARASHTRA,24308252
19,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000021,KALWA,"SHOP NO 7,8&16,AMRUTDHAM CHS LTD,",THANE,THANE,MAHARASHTRA,25441388
20,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000022,PANVEL,"SHREE BASAV-NILAYA, GR.FLOOR, PLOT NO-152,",RAIGAD,PANVEL,MAHARASHTRA,27452206
21,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000023,BADLAPUR,"KADAMB BUNGLOW,SARVODAY NAGAR,BEHIND VAISHALI TALKIES,BADLAPUR WEST 421503",THANE,BADLAPUR,MAHARASHTRA,2674477
22,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000024,SADASHIVPETH PUNE,"SADHYA,1503 1504,SADASHIVPETH,OFF TILAK ROAD,PUNE 411030",PUNE,PUNE,MAHARASHTRA,8108273999
23,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000025,PEN,"RAMESHWAR VAIBHAV,CTS NO 1574, OPP SUN CITY BUILDING, PEN KHOPOLI ROAD, PIN CODE 402107",RAIGAD,PEN,MAHARASHTRA,252185
24,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000026,SHAHAPUR,"GALA NO 2-3, DEEP MOTI , HOUSE NO 642, OLD AGRA ROAD, SHAHAPUR, PIN CODE 421601",THANE,SHAHAPUR,MAHARASHTRA,273889
25,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000027,KURLA EAST,"PLOT NO 229 TO 267, CTS NO 12/225 TO 12/233(PART) GROUND FLOOR SHREE PRASAD CHS LTD NEHRU NAGAR KURLA (EAST) MUMBAI-400024",MUMBAI,KURLA EAST,MAHARASHTRA,25220393
26,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000028,PALGHAR,"SURVEY NO 184, HOUSE NO-11, GROUND FLOOR, DHANANI COMPLEX, KACHERI ROAD, PALGHAR(WEST)-401404",PALGHAR,PALGHAR,MAHARASHTRA,25256700
27,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000029,KARJAT,"CTS NO.174/1415B, GROUND FLOOR, YASHWIN CHS LTD, KARJAT, DIST. RAIGAD-410201",RAIGAD,KARJAT,MAHARASHTRA,220281
28,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000030,THAKURLI,"SHOP NO. 17, 18 AND D1, NEW PRATHMESH NIWAS CO-OP HOUSING SOCIETY LTD., OLD SURVEY NO. 72, NEW SURVEY NO. 106, HISSA NO. 2, KANCHANGAON, THAKURLI EAST TAL. KALYAN, DIST, TAL.KALYAN, DIST.THANE- 421201",THANE,THAKURLI,MAHARASHTRA,8879401605
29,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000031,CHAKAN,"SHOP NO 1 AND 8, PROPERTY NO. 1243, RENUKA ICON, AT SHRISHETRA MAHALUNGE (INGALE), CHAKAN, TAL. KHED, DIST. PUNE 410501",PUNE,CHAKAN,MAHARASHTRA,8879401608
30,THE THANE BHARAT SAHAKARI BANK LIMITED,TBSB0000032,BALKUM,"SHOP NO. 1&2, SHUBH VIHAR CO-OP HOUSING SOCIETY, LTD., DADLANI PARK ROAD, OPP. ASHOK NAGAR, NEAR RAHEJA COMPLEX, BALKUM, THANE WEST - 400 068",THANE,THANE,MAHARASHTRA,254080276
