,BANK NAME,IFSC,OFFICE,ADDRESS,DISTRICT,CITY,STATE,PHONE
0,THE THANE DISTRICT CENTRAL COOPERATIVE BANK LIMITED,TDCB0000001,RTGS-HO,"SHIVAJI PATH, POST BOX 19,THANE (W), PIN 400601,",THANE,THANE,MAHARASHTRA,25333014
1,THE THANE DISTRICT CENTRAL COOPERATIVE BANK LIMITED,TDCB0000002,ARNALA,"NEAR ARNALA MACHHIMAR SOCIETY LTD, KILL ROAD,AT & POST-ARNALA, TALUKA- VASAI,  PIN-401304.",THANE,ARNALA,MAHARASHTRA,2587504
2,THE THANE DISTRICT CENTRAL COOPERATIVE BANK LIMITED,TDCB0000003,VASAI ROAD,"KUBER APARTMENT, GR. FLOOR, AMBADI ROAD,VASAI ROAD (W),POST-VASAI ROAD,TAL-VASAI,  PIN- 401202.",THANE,VASAI,MAHARASHTRA,2342401
3,THE THANE DISTRICT CENTRAL COOPERATIVE BANK LIMITED,TDCB0000004,CHANDIP,"AT & POST CHANDIP, SHIRSAD-VAJRESHWARI ROAD, TALUKA-VASAI, PIN -401303",THANE,VASAI,MAHARASHTRA,2571222
4,THE THANE DISTRICT CENTRAL COOPERATIVE BANK LIMITED,TDCB0000005,NAIGAON,"OM GURUPRASAD,1ST FLOOR, NAIGAON-W, TALUKA-VASAI,  PIN-401207",THANE,VASAI,MAHARASHTRA,2300765
5,THE THANE DISTRICT CENTRAL COOPERATIVE BANK LIMITED,TDCB0000006,VIRAR,"SURYA DARSHAN,1ST FLOOR, VEER SAVARKAR MARG, VIRAR (E.) TALUKA-VASAI, PIN-401303",THANE,VIRAR,MAHARASHTRA,2527348
6,THE THANE DISTRICT CENTRAL COOPERATIVE BANK LIMITED,TDCB0000007,VATAR,"AT & POST-VATAR, TALUKA-VASAI,  PIN-401301",THANE,VASAI,MAHARASHTRA,2587707
7,THE THANE DISTRICT CENTRAL COOPERATIVE BANK LIMITED,TDCB0000008,NALASOPARA,"OM LAXMI CHEMBER, 1ST FLOOR,TULINJ, NALASOPARA-E , TALUKA-VASAI, PIN-401304",THANE,NALLASOPARA,MAHARASHTRA,2432673
8,THE THANE DISTRICT CENTRAL COOPERATIVE BANK LIMITED,TDCB0000009,NIRMAL,"GAJANAN PRASAD BUILDING, AT & POST NIRMAL, TAL-VASAI,  PIN-401304",THANE,NIRMAL,MAHARASHTRA,2470243
9,THE THANE DISTRICT CENTRAL COOPERATIVE BANK LIMITED,TDCB0000010,BHIWANDI,"CITY CENTER BUILDING, PRABHU ALI, MANDAI, TALUKA & POST BHIWANDI, PIN-421302",THANE,BHIWANDI,MAHARASHTRA,250885
10,THE THANE DISTRICT CENTRAL COOPERATIVE BANK LIMITED,TDCB0000011,DUGADPHATA,"AT-DUGAD FATA,POST-DUGAD, TALUKA-BHIWANDI, PIN-421302",THANE,BHIWANDI,MAHARASHTRA,288550
11,THE THANE DISTRICT CENTRAL COOPERATIVE BANK LIMITED,TDCB0000012,PADGHA,"WED APARTMENT,FIRST FLOOR,OPP LAXMI-NARAYAN BLDG,PADGHA-BHIWANDI RD AT & POST :PADGHA TAL:BHIWANDI DIST:THANE 421101",THANE,PADGHA,MAHARASHTRA,268278
12,THE THANE DISTRICT CENTRAL COOPERATIVE BANK LIMITED,TDCB0000013,PURNA,"KONDU PATIL BUILDING, PURNESHWAR MANDIR ROAD, POST-KALHER, TALUKA -BHIWANDI, PIN-401302",THANE,BHIWANDI,MAHARASHTRA,271800
13,THE THANE DISTRICT CENTRAL COOPERATIVE BANK LIMITED,TDCB0000014,VAJRESHWARI,"CLASSIC ENTERPRIZES ,FIRST FLOOR,VASAI-AMBADI ROAD,AT& POST:VAJRESHWARI ,TAL:BHIWANDI.DIST THANE PIN:401204",THANE,GANESHPURI,MAHARASHTRA,261235
14,THE THANE DISTRICT CENTRAL COOPERATIVE BANK LIMITED,TDCB0000015,KON,"AT & POST-KON, TALUKA-BHIWANDI, PIN-421311",THANE,BHIWANDI,MAHARASHTRA,280575
15,THE THANE DISTRICT CENTRAL COOPERATIVE BANK LIMITED,TDCB0000016,KHARBAV,"AT & POST-KHARBAV, TALUKA-BHIWANDI, PIN-421302",THANE,BHIWANDI,MAHARASHTRA,264310
