,BANK NAME,IFSC,OFFICE,ADDRESS,DISTRICT,CITY,STATE,PHONE
0,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000002,FORT,"G-05/M-02, GROUND FLOOR, PROSPECT CHAMBERS, DR.D.N.ROAD, FORT, MUMBAI - 400 001",MUMBAI,MUMBAI,MAHARASHTRA,8108066020
1,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000003,VIKHROLI,"PARKSITE COLONY, MUNICIPAL COMPOUND, VIKHROLI (WEST) MUMBAI - 400 079.",MUMBAI,MUMBAI,MAHARASHTRA,8108066003
2,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000004,JUHU,"VIDYANIDHI SCHOOL BULDING, JVPD SCHEME, VILE PARLE (WEST), MUMBAI - 400 049.",MUMBAI,MUMBAI,MAHARASHTRA,8108066004
3,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000005,SION,"SHOP NO.1, GR. FLOOR, GEETA BUILDING, OPP. SION BUS DEPOT, NEXT TO HP PETROL PUMP, SION EAST, MUMBAI 400 022",MUMBAI,MUMBAI,MAHARASHTRA,8108066005
4,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000006,BHANDUP,"PLOT NO.- 37, SHRINIVAS, DATAR COLONY, BHANDUP (EAST), MUMBAI - 400 042.",MUMBAI,MUMBAI,MAHARASHTRA,8108066006
5,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000007,MULUND WEST,"GOLE BUNGLOW, NETAJI SUBHASH ROAD, MULUND (WEST), MUMBAI - 400 080.",MUMBAI,MUMBAI,MAHARASHTRA,8108066007
6,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000008,GHATKOPAR WEST,"SANGHVI SQUARE,1ST FLOOR, M.G. ROAD, GHATKOPAR (WEST), MUMBAI - 400 086.",MUMBAI,MUMBAI,MAHARASHTRA,8108066008
7,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000010,SAHAR,"AJIT NAGAR, SAHAR VILLAGE, ANDHERI (EAST), MUMBAI ┬û 400 069.",MUMBAI,MUMBAI,MAHARASHTRA,8108066010
8,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000011,CHEMBUR,"OLD BARAK NO. T-107, SINDHI CAMP, GANDHI BAZAR, CHEMBUR, MUMBAI - 400 074.",MUMBAI,MUMBAI,MAHARASHTRA,8108066011
9,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000012,KHAR,"701, KALA KUNJ, LINKING ROAD, NEAR TELEPHONE EXCHANGE, KHAR, MUMBAI - 400 052.",MUMBAI,MUMBAI,MAHARASHTRA,8108066012
10,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000013,MALAD,"HEMAL CO-OP.HSG. SOC.LTD, FLAT NO.- B/ 4 & 5, KHARODI P.O., MALAD, MUMBAI - 400 095.",MUMBAI,MUMBAI,MAHARASHTRA,8108066013
11,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000014,ANTOP HILL,"A-4, KALPAK ESTATE, SHAIKH MISTRI ROAD, ANTOP HILL, MUMBAI - 400 037.",MUMBAI,MUMBAI,MAHARASHTRA,8108066014
12,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000015,MULUND EAST,"AMBIKA CHS. LTD, SHOP NO.-1, 2 & 8, PHADKE ROAD, SAHANI CHOWK, MULUND (EAST), MUMBAI - 400 081.",MUMBAI,MUMBAI,MAHARASHTRA,8108066015
13,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000016,KANNAMWAR NAGAR,"34/1 & 185/1, OPP. BLDG.195, NEAR SHOPPING CENTER, KANNAMWAR NAGAR - 2",MUMBAI,MUMBAI,MAHARASHTRA,8108066016
14,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000017,ANDHERI,"SHOP NO.5, RATNAGAR CO-OP. HSG. SOC. LTD., VILLAGE AMBIVALI, FOUR BUNGLOW JUNCTION, J.P.ROAD, ANDHERI WEST, MUMBAI - 400 053",MUMBAI,MUMBAI,MAHARASHTRA,8108066017
15,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000018,SINDHI SOCIETY,"56, PISSIRAM COTTAGE, SINDHI SOCIETY, CHEMBUR, MUMBAI - 400 071.",MUMBAI,MUMBAI,MAHARASHTRA,8108066018
16,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000019,SAKINAKA,"UNIT NO.-14, NEELKANTH UDYOG BHAVAN PREMISES CS. LTD., 1ST FLOOR, SAKINAKA JUNCTION, ANDHERI KURLA ROAD, MUMBAI - 400 072.",MUMBAI,MUMBAI,MAHARASHTRA,8108066019
17,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000020,DADAR,"108 & 109, ASHISH INDUSTRIAL ESTATE, GOKHALE ROAD (SOUTH), DADAR (WEST), MUMBAI - 400 025.",MUMBAI,MUMBAI,MAHARASHTRA,8108066002
18,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000021,SHIVAJI PARK,"SARAWATI MAHAL NO.- 2, JUNCTION OF RANADE & GOKHALE ROAD, SHIVAJI PARK, DADAR (WEST) MUMBAI - 400 028.",MUMBAI,MUMBAI,MAHARASHTRA,8108066021
19,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000022,BORIVALI,"DHAVAL APARTMENT, 1ST FLOOR, FACTORY LANE, BORIVALI (WEST), MUMBAI - 400 092.",MUMBAI,MUMBAI,MAHARASHTRA,8108066022
20,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000023,PANVEL,"RAHI HOTEL BULDING, NEAR VIRUPAKSH MANDIR, MAHATMA PHULE ROAD",RAIGAD,PANVEL,MAHARASHTRA,8108066023
21,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000024,THANE,"YASHODHAN CHHATRAPATI SHIVAJI ROAD, DR. AMBEDKAR CHOWK, THANE, MUMBAI - 400 601.",THANE,THANE,MAHARASHTRA,8108066024
22,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000025,KALBADEVI,"47-51, KALBADEVI ROAD, NEAR PYDHONI POLICE STATION, MUMBAI -400002.",MUMBAI,MUMBAI,MAHARASHTRA,8108066025
23,JANAKALYAN SAHAKARI BANK LIMITED,JSBL0000026,GHATKOPAR EAST,"JAY GAYATRI APARTMENT, VALLABH BAUG LANE, GHATKOPAR (EAST), MUMBAI - 400 077.",MUMBAI,MUMBAI,MAHARASHTRA,8108066026
