,BANK NAME,IFSC,OFFICE,ADDRESS,DISTRICT,CITY,STATE,PHONE
0,RBL Bank Limited,RATN0000001,SHAHUPURI KOLHAPUR,"THE RATNAKAR BANK LTD,1 ST LANE, SHAHUPURI, KOLHAPUR ┬û 416 001.",KOLHAPUR,KOLHAPUR,MAHARASHTRA,0
1,RBL Bank Limited,RATN0000002,LAXMIPURI KOLHAPUR,"THE RATNAKAR BANK LTD,LAXMI ROAD,NEAR KOLHAPUR MUNICIPAL CORPORATION, LAXMIPURI, KOLHAPUR-416002.",KOLHAPUR,KOLHAPUR,MAHARASHTRA,0
2,RBL Bank Limited,RATN0000003,SANGLI MAIN,"THE RATNAKAR BANK LTD,GROUND FLOOR C.S NO 1044,SUKH SHANTI HEIGHTS, COLLEGE CORNER,AMRAI ROAD, NORTH SHIVAJI NAGAR,SANGLI - 416416",SANGLI,SANGLI,MAHARASHTRA,0
3,RBL Bank Limited,RATN0000004,MIRAJ,"THE RATNAKAR BANK LTD,HIGH SCHOOL ROAD,JAWAHAR CHOWK, SHIVRAJ COMPLEX,MIRAJ - 416410.",SANGLI,SANGLI,MAHARASHTRA,0
4,RBL Bank Limited,RATN0000005,JAYSINGPUR,"THE RATNAKAR BANK LTD,A.B.PATIL COMPLEX,SUBHASH ROAD, 9TH LANE, JAYSINGPUR-416101.",KOLHAPUR,KOLHAPUR,MAHARASHTRA,0
5,RBL Bank Limited,RATN0000006,PETHVADGAON,"THE RATNAKAR BANK LTD,R. S. NO.126,BAVDEKAR COMPLEX,NEAR BUS STAND, PETH VADAGAON,TAL. : HATKANGALE,KOLHAPUR - 416112",KOLHAPUR,KOLHAPUR,MAHARASHTRA,0
6,RBL Bank Limited,RATN0000007,HUPARI,"THE RATNAKAR BANK LTD,1670/1 OPP. HUTATMA SMARAK,MAHAVEER NAGAR,MAIN ROAD HUPARI,KOLHAPUR - 416203",KOLHAPUR,KOLHAPUR,MAHARASHTRA,0
7,RBL Bank Limited,RATN0000008,RUKADI,"THE RATNAKAR BANK LTD,MAIN ROAD A/P- RUKADI.TAL.:HATKANGLE, DIST.KOLHAPUR-416115",KOLHAPUR,KOLHAPUR,MAHARASHTRA,0
8,RBL Bank Limited,RATN0000009,ICHALKARANJI,"THE RATNAKAR BANK LTD,7356, MAIN ROAD,ICHALKARANJI -TAL. HATKANANGALE, DIST .KOLHAPUR.416 115",KOLHAPUR,KOLHAPUR,MAHARASHTRA,0
9,RBL Bank Limited,RATN0000010,TARABAI PARK KOLHAPUR,"THE RATNAKAR BANK LTD,SHOP NO.6,7& 8,SIDHIVINAYAK APPARTMAENT, NEAR VIJAYRAJ HOTEL,TARABAI PARK,KOLHAPUR-416003",KOLHAPUR,KOLHAPUR,MAHARASHTRA,0
10,RBL Bank Limited,RATN0000011,MARKET YARD SANGLI,"THE RATNAKAR BANK LTD,PLOT NO.88, BANK BUILDING,MARKET YARD,SANGLI 416 416.",SANGLI,SANGLI,MAHARASHTRA,0
11,RBL Bank Limited,RATN0000012,MHAISAL,"THE RATNAKAR BANK LTD,NEAR NAGOBA KATTA, SHANTI SAGAR MARG, AT POST MHAISAL, TALUKA MIRAJ, DIST SANGLI ┬û 416409",SANGLI,SANGLI,MAHARASHTRA,0
12,RBL Bank Limited,RATN0000013,GIRGAUM (KALBADEVI),"THE RATNAKAR BANK LTD.,JEWEL WORLD BUILDING,GROUND FLOOR,175,KALBADEVI ROAD,CORNER OF SHAIK MEMON STREET,MUMBAI - 400002.",GREATER BOMBAY,GREATER BOMBAY,MAHARASHTRA,0
13,RBL Bank Limited,RATN0000014,BHILWADI,"THE RATNAKAR BANK LTD,DAKSHIN BHAG BHILWADI VIKAS SOCIETY BUILDING,BHILWADI ┬û 416 303. TALUKA: PALUS, ┬áDIST .: SANGLI.",SANGLI,SANGLI,MAHARASHTRA,0
14,RBL Bank Limited,RATN0000015,NANDRE,"THE RATNAKAR BANK LTD,249, E WARD, SOCIETY BUILDING, A/P: NANDRE ┬û 416 423.TALUKA┬á : MIRAJ, DIST.┬á :┬á SANGLI.",SANGLI,SANGLI,MAHARASHTRA,2332473123
