,BANK NAME,IFSC,OFFICE,ADDRESS,DISTRICT,CITY,STATE,PHONE
0,THE KANGRA CENTRAL COOPERATIVE BANK LIMITED,KACE0000001,RTGS-HO,CIVIL LINES DHARMSALA DISTT KANGRA H.P. 176215,KANGRA,DHARAMSALA,HIMACHAL PRADESH,223280
1,THE KANGRA CENTRAL COOPERATIVE BANK LIMITED,KACE0000002,DHARAMSHALA,CIVIL LINES DHARMSALA DISTT KANGRA H.P. 176215,KANGRA,DHARAMSALA,HIMACHAL PRADESH,223227
2,THE KANGRA CENTRAL COOPERATIVE BANK LIMITED,KACE0000003,NURPUR,TEHSIL NURPUR DISTT. KANGRA 176202,KANGRA,NURPUR,HIMACHAL PRADESH,220051
3,THE KANGRA CENTRAL COOPERATIVE BANK LIMITED,KACE0000004,MAIN BAZAR PALAMPUR,MAIN BAZAR PALAMPUR DISTT. KANGRA H.P.,KANGRA,PALAMPUR,HIMACHAL PRADESH,230587
4,THE KANGRA CENTRAL COOPERATIVE BANK LIMITED,KACE0000005,HAMIRPUR,TEHSIL & DISTT. HAMIRPUR H.P.177001,HAMIRPUR,HAMIRPUR,HIMACHAL PRADESH,222201
5,THE KANGRA CENTRAL COOPERATIVE BANK LIMITED,KACE0000006,KULU,TEHSIL & DISTT KULU H.P. 175101,KULU,KULU,HIMACHAL PRADESH,222598
6,THE KANGRA CENTRAL COOPERATIVE BANK LIMITED,KACE0000007,KEYLONG,TEHSIL KEYLONG DISTT LAHUL & SPITI 175132,LAHUL & SPITI,KEYLONG,HIMACHAL PRADESH,222228
7,THE KANGRA CENTRAL COOPERATIVE BANK LIMITED,KACE0000008,DEHRA,TEHSIL DEHRA DISTT. KANGRA H.P.177101,KANGRA,DEHRA,HIMACHAL PRADESH,233109
8,THE KANGRA CENTRAL COOPERATIVE BANK LIMITED,KACE0000009,AMB,VPO AMB TEHSIL AMB DISTT UNA H.P. 177203,UNA,AMB,HIMACHAL PRADESH,260021
9,THE KANGRA CENTRAL COOPERATIVE BANK LIMITED,KACE0000010,BANJAR,"NEAR OLD BUS STAND,V.P.O:- BANJAR,TEHSIL:- BANJAR, DISTRICT:- KULU. (H.P). PIN:- 175123.",KULU,BANJAR,HIMACHAL PRADESH,222229
10,THE KANGRA CENTRAL COOPERATIVE BANK LIMITED,KACE0000011,BARSAR,V.P.O. BARSAR DISTT. HAMIRPUR,HAMIRPUR,BARSAR,HIMACHAL PRADESH,288028
11,THE KANGRA CENTRAL COOPERATIVE BANK LIMITED,KACE0000012,NAGROTA BAGWAN,V.P.O NAGROTA BAGWAN DISTT. KANGRA 176047,KANGRA,NAGROTA BAGWAN,HIMACHAL PRADESH,252271
12,THE KANGRA CENTRAL COOPERATIVE BANK LIMITED,KACE0000013,UNA,TEHSIL & DISTT. UNA H.P. 174303,UNA,UNA,HIMACHAL PRADESH,223386
13,THE KANGRA CENTRAL COOPERATIVE BANK LIMITED,KACE0000014,DAULTPUR CHOWK,VPO DAULATPUR CHOWK TEHSIL AMB DISTT. UNA 177204,UNA,DAULATPUR,HIMACHAL PRADESH,265034
14,THE KANGRA CENTRAL COOPERATIVE BANK LIMITED,KACE0000015,KANDRORI,TEHSIL INDORA DISTT. KANGRA 176402,KANGRA,KANDROORI,HIMACHAL PRADESH,244422
15,THE KANGRA CENTRAL COOPERATIVE BANK LIMITED,KACE0000016,BAIJNATH,TEHSIL BAIJNATH DISTT. KANGRA 176225,KANGRA,BAIJNATH,HIMACHAL PRADESH,263029
16,THE KANGRA CENTRAL COOPERATIVE BANK LIMITED,KACE0000017,CHINTPURNI,VPO CHINTPURNI TEHSIL AMB DISTT. UNA H.P. 177110,UNA,CHINTPURNI,HIMACHAL PRADESH,255233
17,THE KANGRA CENTRAL COOPERATIVE BANK LIMITED,KACE0000018,NADAUN,TEHSIL NADAUN DISTT. HAMIRPUR H.P. 177033,HAMIRPUR,NADAUN,HIMACHAL PRADESH,232282
18,THE KANGRA CENTRAL COOPERATIVE BANK LIMITED,KACE0000019,LAMBAGAON,TEHSIL JAISINGHPUR DISTT KANGRA H.P. 176096,KANGRA,LAMBAGAON,HIMACHAL PRADESH,228251
19,THE KANGRA CENTRAL COOPERATIVE BANK LIMITED,KACE0000020,ANI,"V.P.O:- ANNI, TEHSIL:- ANNI, DISTRICT:- KULU.(H.P).PIN:- 172026.",KULU,ANI,HIMACHAL PRADESH,253347
20,THE KANGRA CENTRAL COOPERATIVE BANK LIMITED,KACE0000021,HARIPUR,TEHSIL DEHRA DISTT. KANGRA H.P. 176028,KANGRA,HARIPUR,HIMACHAL PRADESH,265034
