,BANK NAME,IFSC,OFFICE,ADDRESS,DISTRICT,CITY,STATE,PHONE
0,AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000001,RTGS-HO,"PLOT NO 33,MARKET YARD,STATION ROAD,AHMEDNAGAR -414001",AHMEDNAGAR,AHMEDANGAR,MAHARASHTRA,2414405
1,AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000101,DALMANDAI,"ANAND COMPLEX,DALMANDAI BRANCH,AHMEDNAGAR-414001",AHMEDNAGAR,AHMEDANGAR,MAHARASHTRA,2414415
2,AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000102,MARKET YARD,"PLOT NO.33,MARKET YARD,STATION ROAD,AHMEDNAGAR-414001",AHMEDNAGAR,AHMEDANGAR,MAHARASHTRA,2414406
3,AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000103,KAPAD BAZAR,"MISSION COMPOUND,KAPAD BAZAR,AHMEDNAGAR -414001",AHMEDNAGAR,AHMEDANGAR,MAHARASHTRA,2414417
4,AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000104,GULMOHAR ROAD,"MANGAL HOUSING SOCIETY,GULMOHAR ROAD,AHMEDNAGAR",AHMEDNAGAR,AHMEDANGAR,MAHARASHTRA,2414421
5,AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000105,CHITALE ROAD,"CHOUPATI KARANJA,CHITALE ROAD,AHMEDNAGAR -414001",AHMEDNAGAR,AHMEDANGAR,MAHARASHTRA,2414419
6,AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000106,MIDC,"SURAJ HEIGHTS,NAGAPUR,NAGAR-MANMAD ROAD,AHMEDNAGAR - 414111",AHMEDNAGAR,AHMEDANGAR,MAHARASHTRA,2414423
7,AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000107,JAMKHED,"RAUT BUILDING,NAGAR-BEED ROAD,A/P TAL.JAMKHED,DIST.AHMEDNAGAR",AHMEDNAGAR,JAMKHED,MAHARASHTRA,222291
8,AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000108,AURANGABAD,"PLOT NO.30,FRIENDS COLONY,KONKANWADI,STATION ROAD,AURANGABAD-431001",AURANGABAD,AURANGABAD,MAHARASHTRA,2354818
9,AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000109,PUNE,"PLOT NO.131,MARKET YARD,GULTEKDI,PUNE -411037",PUNE,PUNE,MAHARASHTRA,24263300
10,AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000110,SHRIGONDA,"KALKAI CHOWK,OPP.MUNICIAPL CORPORATION,A/P TAL.SHRIGONDA,DIST.AHMEDNAGAR -413701",AHMEDNAGAR,SHRIGONDA,MAHARASHTRA,221009
11,AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000111,TARAKPUR,"NAGPAL BUILDING,TARAKPUR,MANMAD ROAD,AHMEDNAGAR-414001",AHMEDNAGAR,AHMEDANGAR,MAHARASHTRA,2414425
12,AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000112,SHEVGAON,"H.NO.5408,AMBEDKAR CHOWK,A/P TAL.SHEVGAON,DIST.AHMEDNAGAR - 414502",AHMEDNAGAR,SHEVGAON,MAHARASHTRA,222222
13,AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000113,PATHARDI,"MAIN ROAD,A/P TAL.PATHARDI,DIST.AHMEDNAGAR - 414102",AHMEDNAGAR,PATHARDI,MAHARASHTRA,223100
14,AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000114,SONAI,"CTS NO.1297,MAIN ROAD,SONAI PETH,AT POST SONAI,TAL.NEWASA,DIST.AHMEDNAGAR -414105",AHMEDANGAR,SONAI,MAHARASHTRA,0
15,AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000115,SHIRUR,"H.NO.125,ADINATH,RAM ALI,AT POST GHODNADI,TAL.SHIRUR,DIST.PUNE -412210",PUNE,SHIRUR,MAHARASHTRA,0
16,AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000116,KADA,"SURVEY NO.153,KADA DEVINIMGAON ROAD,AT POST-KADA,TAL.ASHTI,DIST.BEED -414202",BEED,ASHTI,MAHARASHTRA,0
17,AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000117,AURANGABAD MONDHA,"NEW ROKADIYA HANUMAN CO-OP.HOUSING SOCIETY,NEAR MONDHA,INFRONT OF TELEPHONE BHAVAN,AURANGABAD -431001",AURANGABAD,AURANGABAD,MAHARASHTRA,0
18,AHMEDNAGAR MERCHANTS CO-OP BANK LTD,AMDN0000118,NARAYANGAON,"SHOP NO 14 TO 17,GROUND FLOOR,VISION GALAXY RESIDENTIAL& COMMERCIAL,NEAR BUS STAND,PUNE-NASHIK ROAD,NARAYAN GAON,TAL - JUNNAR,DISTPUNE-410504",PUNE,JUNNAR,MAHARASHTRA,0
