,BANK NAME,IFSC,OFFICE,ADDRESS,DISTRICT,CITY,STATE,PHONE
0,ANDHRA PRADESH GRAMEENA VIKAS BANK,APGV00000SC,SERVICE CENTER,"3RD FLOOR, SHEKAR ARACADE, OPP BEERAMGUDA KAMAN, RAMACHANDRAREDDY NAGAR, RAMACHANDRAPURAM, HYDERABAD 502032",HYDERABAD,HYDERABAD,TELANGANA,0
1,ANDHRA PRADESH GRAMEENA VIKAS BANK,APGV0001101,SRIKAKULAM,SRIKAKULAM DIST. PIN 532 001,SRIKAKULAM,SRIKAKULAM,ANDHRA PRADESH,9440903916
2,ANDHRA PRADESH GRAMEENA VIKAS BANK,APGV0001102,SARAVAKOTA,"SARAVAKOTA ,SRIKAKULAM DIST.PIN 532 426",SRIKAKULAM,SARAVAKOTA,ANDHRA PRADESH,9490157001
3,ANDHRA PRADESH GRAMEENA VIKAS BANK,APGV0001103,CALINGAPATNAM,CALINGAPATNAM 1103 SRIKAKULAM DIST. PIN 532 406,SRIKAKULAM,CALINGAPATNAM,ANDHRA PRADESH,9490157002
4,ANDHRA PRADESH GRAMEENA VIKAS BANK,APGV0001104,JARJANGI,JARJANGI 1104 SRIKAKULAM DIST. PIN 532 197,SRIKAKULAM,JARJANGI,ANDHRA PRADESH,9490157003
5,ANDHRA PRADESH GRAMEENA VIKAS BANK,APGV0001105,KOTTURU,KOTTURU 1105 SRIKAKULAM DIST. PIN 532 455,SRIKAKULAM,KORADA,ANDHRA PRADESH,9490157004
6,ANDHRA PRADESH GRAMEENA VIKAS BANK,APGV0001106,SEETHAMPETA,SEETHAMPETA 1106 SRIKAKULAM DIST. PIN 532 443,SRIKAKULAM,PALAKONDA,ANDHRA PRADESH,9490157005
7,ANDHRA PRADESH GRAMEENA VIKAS BANK,APGV0001107,MELIAPUTTI,MELIAPUTTI 1107 SRIKAKULAM DIST. PIN 532 215,SRIKAKULAM,PATHAPATNAM,ANDHRA PRADESH,9490157006
8,ANDHRA PRADESH GRAMEENA VIKAS BANK,APGV0001108,BARUVA,BARUA 1108 SRIKAKULAM DIST. PIN 532 263,SRIKAKULAM,SOMPETA,ANDHRA PRADESH,9490157007
9,ANDHRA PRADESH GRAMEENA VIKAS BANK,APGV0001109,POLAKI,POLAKI 1109 SRIKAKULAM DIST. PIN 532 429,SRIKAKULAM,NARASANNAPETA,ANDHRA PRADESH,9490157008
10,ANDHRA PRADESH GRAMEENA VIKAS BANK,APGV0001110,BORIVANKA,BORIVANKA 1110 SRIKAKULAM DIST. PIN 532 294,SRIKAKULAM,SOMPETA,ANDHRA PRADESH,9490157009
11,ANDHRA PRADESH GRAMEENA VIKAS BANK,APGV0001111,MANDASA,MANDASA 1111 SRIKAKULAM DIST. PIN 532 242,SRIKAKULAM,MANDASA,ANDHRA PRADESH,9490157010
12,ANDHRA PRADESH GRAMEENA VIKAS BANK,APGV0001112,RAJAM,RAJAM 1112 SRIKAKULAM DIST. PIN 532 127,SRIKAKULAM,RAJAM,ANDHRA PRADESH,9490157011
13,ANDHRA PRADESH GRAMEENA VIKAS BANK,APGV0001113,BURJA,BURJA 1113 SRIKAKULAM DIST. PIN 532 415,SRIKAKULAM,PALAKONDA,ANDHRA PRADESH,9490157012
14,ANDHRA PRADESH GRAMEENA VIKAS BANK,APGV0001114,VEERAGHATTAM,VEERAGHATTAM 1114 SRIKAKULAM DIST PIN 532 460,SRIKAKULAM,PALAKONDA,ANDHRA PRADESH,9490157013
15,ANDHRA PRADESH GRAMEENA VIKAS BANK,APGV0001115,KASIBUGGA,KASIBUGGA 1115 SRIKAKULAM DIST. PIN 532 222,SRIKAKULAM,KASIBUGGA,ANDHRA PRADESH,9440903919
16,ANDHRA PRADESH GRAMEENA VIKAS BANK,APGV0001116,SANTHAKAVITI,"SANTHAKAVATI 1116, SRIKAKULAM DIST, PIN 532 132",SRIKAKULAM,RAJAM,ANDHRA PRADESH,9490157014
17,ANDHRA PRADESH GRAMEENA VIKAS BANK,APGV0001117,L.N.PETA,L.N.PETA 1117 SRIKAKULAM DIST. PIN 532 458,SRIKAKULAM,KRISHNAPURAM,ANDHRA PRADESH,9490157015
