,BANK NAME,IFSC,OFFICE,ADDRESS,DISTRICT,CITY,STATE,PHONE
0,DEUSTCHE BANK,DEUT0000PBC,RTGS-HO,"222, KODAK HOUSE, DR. D.N. ROAD, FORT, MUMBAI - 400 001",MUMBAI,MUMBAI,MAHARASHTRA,0
1,DEUSTCHE BANK,DEUT0273PBC,KOLHAPUR,"221-B / 1B, E WARD, TARABAI PARK,, KOLHAPUR - 416003",KOLHAPUR,KOLHAPUR,MAHARASHTRA,0
2,DEUSTCHE BANK,DEUT0274PBC,AURANGABAD,"A-2, GROUND FLOOR, AURANGABAD BUSINESS CENTRE, DR.RAJENDRA PRASAD MARG, ADALAT ROAD, AURANGABAD - 431005",AURANGABAD,AURANGABAD,MAHARASHTRA,0
3,DEUSTCHE BANK,DEUT0278PBC,NOIDA,"F4 & F5, SECTOR 18, NOIDA - 201301",NOIDA,NOIDA,UTTAR PRADESH,0
4,DEUSTCHE BANK,DEUT0279PBC,GURGAON,"DLF-INFINITY, TOWER A, GROUND FLOOR, SECTOR 25A, DLF PHASE II, DLF CITY, GURGAON - 122002",GURGAON,GURGAON,HARYANA,0
5,DEUSTCHE BANK,DEUT0401PBC,VELLORE,"RJ PLAZA, NO.5, KATPADI MAIN ROAD,VILLAGE VIRUTHAMPET, VELLORE - 632 006",VELLORE,VELLORE,TAMIL NADU,0
6,DEUSTCHE BANK,DEUT0402PBC,SALEM,"PLOT NO.9 & 10, VENKATATHRI NILAYAM, YERCAUD, ROAD, KARAN KURCHI POST, SALEM - 636 008",SALEM,SALEM,TAMIL NADU,0
7,DEUSTCHE BANK,DEUT0403PBC,MORADABAD,"8TH KM. STONE, DELHI ROAD,, OPP. NAYA MORADABAD, MANGUPURA, MORADABAD - 244001",MORADABAD,MORADABAD,UTTAR PRADESH,0
8,DEUSTCHE BANK,DEUT0404PBC,LUDHIANA,"SCO 9-10,GREEN PARK AVENUE,, CANAL COLONY, PAKHOWAL ROAD, LUDHIANA - 141002",LUDHIANA,LUDHIANA,PUNJAB,0
9,DEUSTCHE BANK,DEUT0405PBC,SURAT,"124, RAJMAL LAKHICHAND BUILDING, GHOD DOD ROAD, SURAT - 395007",SURAT,SURAT,GUJARAT,0
10,DEUSTCHE BANK,DEUT0406AMD,AHMEDABAD,"637, GULBAI TEKRA OPP. CII HOUSE, NEAR PANCHVATI CROSSROADS, AHMEDABAD - 380006",AHMEDABAD,AHMEDABAD,GUJARAT,0
11,DEUSTCHE BANK,DEUT0406PBC,AHMEDABAD,"637, GROUND FLOOR-B, GULBAI TEKRA, OFF C.G.ROAD, AHMEDABAD - 380006",AHMEDABAD,AHMEDABAD,GUJARAT,0
12,DEUSTCHE BANK,DEUT0537PUN,PUNE,"SUPREM,┬öCTS NO. 1337/2, S.NO. 133/1 +2 & 134 / 2, MAIN ITI ROAD, AUNDH, PUNE -411007",PUNE,PUNE,MAHARASHTRA,0
13,DEUSTCHE BANK,DEUT0784BBY,MUMBAI,"DR. D.N.ROAD, FORT,MUMBAI, INDIA 400001",GREATER MUMBAI,MUMBAI,MAHARASHTRA,0
14,DEUSTCHE BANK,DEUT0784DCO,MUMBAI DOMESTIC CUSTODY,"DR. D.N.ROAD, FORT,MUMBAI, INDIA 400001",GREATER MUMBAI,MUMBAI,MAHARASHTRA,0
15,DEUSTCHE BANK,DEUT0784DSO,MUMBAI  DEBT MARKET BRANCH,"222, KODAK HOUSE, DR. D.N. ROAD, FORT, MUMBAI - 400 001.",MUMBAI,MUMBAI,MAHARASHTRA,0
16,DEUSTCHE BANK,DEUT0784MMT,MUMBAI  MONEY MARKET BRANCH,"222, KODAK HOUSE, DR. D.N. ROAD, FORT, MUMBAI - 400 001.",MUMBAI,MUMBAI,MAHARASHTRA,0
17,DEUSTCHE BANK,DEUT0784OPT,MUMBAI  OPTIONS BRANCH,"222, KODAK HOUSE, DR. D.N. ROAD, FORT, MUMBAI - 400 001.",MUMBAI,MUMBAI,MAHARASHTRA,0
18,DEUSTCHE BANK,DEUT0784OTC,MUMBAI  DERIVATIVES BRANCH,"222, KODAK HOUSE, DR. D.N. ROAD, FORT, MUMBAI - 400 001.",MUMBAI,MUMBAI,MAHARASHTRA,0
19,DEUSTCHE BANK,DEUT0784PBC,KHAR,"110, SIDRAH, S V ROAD, KHAR, MUMBAI┬á- 400052.",GREATER MUMBAI,KHAR,MAHARASHTRA,0
20,DEUSTCHE BANK,DEUT0784TRS,MUMBAI,"DR. D.N.ROAD, FORT,MUMBAI, INDIA 400001",GREATER MUMBAI,MUMBAI,MAHARASHTRA,0
21,DEUSTCHE BANK,DEUT0796DEL,DELHI,"ECE HOUSE , 28 - K G MARG  NEW DELHI, INDIA",NEW DELHI,DELHI,DELHI,0
22,DEUSTCHE BANK,DEUT0796TRS,DELHI,"ECE HOUSE , 28 - K G MARG  NEW DELHI, INDIA",NEW DELHI,DELHI,DELHI,0
23,DEUSTCHE BANK,DEUT0797BGL,BANGALORE,"RAHEJA TOWERS, 26-27, M G ROAD, BANGALORE - 560 001",BANGALORE URBAN,BANGALORE,KARNATAKA,0
24,DEUSTCHE BANK,DEUT0797TRS,BANGALORE,"RAHEJA TOWERS, 26-27, M G ROAD, BANGALORE - 560 001",BANGALORE URBAN,BANGALORE,KARNATAKA,0
25,DEUSTCHE BANK,DEUT0916CNN,CHENNAI,"4-4A WESTERN TOWERS, SHAFI MOHAMMAD ROAD,",CHENNAI,CHENNAI,TAMIL NADU,0
26,DEUSTCHE BANK,DEUT0916TRS,CHENNAI,"4-4A WESTERN TOWERS, SHAFI MOHAMMAD ROAD,",CHENNAI,CHENNAI,TAMIL NADU,0
27,DEUSTCHE BANK,DEUT0917CAL,KOLKATTA,"BROOKE HOUSE, 9, SHAKESPEARE SARANI, KOLKATTA - 700 071.",KOLKATA,KOLKATTA,WEST BENGAL,0
28,DEUSTCHE BANK,DEUT0917TRS,KOLKATTA,"BROOKE HOUSE, 9, SHAKESPEARE SARANI, KOLKATTA - 700 071.",KOLKATA,KOLKATTA,WEST BENGAL,0
