,BANK NAME,IFSC,OFFICE,ADDRESS,DISTRICT,CITY,STATE,PHONE
0,CANARA BANK,CNRB0000002,"CMD SECRETARIAT ,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,BANGALORE,KARNATAKA,0
1,CANARA BANK,CNRB0000003,"COMPLIANCE DEPARTMENT ,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,BANGALORE,KARNATAKA,0
2,CANARA BANK,CNRB0000004,"CORPORATE CREDIT WING ,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,BANGALORE,KARNATAKA,0
3,CANARA BANK,CNRB0000005,"CREDIT ADMINISTRATION WING ,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,BANGALORE,KARNATAKA,0
4,CANARA BANK,CNRB0000007,"DIT WING,HO, BANGALORE","CANARA BANK, # 14, NAVEEN COMPLEX, M G ROAD, HEAD OFFICE ANNEX, BANGALORE -560 001 (KARNATAKA)",BANGALORE URBAN,BANGALORE,KARNATAKA,0
5,CANARA BANK,CNRB0000008,"ED'S SECRETARIAT,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,BANGALORE,KARNATAKA,0
6,CANARA BANK,CNRB0000009,"FINANCIAL INCLUSION WING,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,BANGALORE,KARNATAKA,0
7,CANARA BANK,CNRB0000010,"E T & T SECTION,HO, BANGALORE","CANARA BANK, TAPPER HOUSE, J.C.ROAD, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,BANGALORE,KARNATAKA,0
8,CANARA BANK,CNRB0000012,"P & E SECTION,HO, BANGALORE","CANARA BANK, # 112, J.C.ROAD, HEAD OFFICE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,BANGALORE,KARNATAKA,0
9,CANARA BANK,CNRB0000013,"PRINTING SECTION,HO, BANGALORE","CANARA BANK, BADAMI HOUSE, N R SQUARE, BANGALORE -560 002 (KARNATAKA)",BANGALORE URBAN,BANGALORE,KARNATAKA,0
