,BANK NAME,IFSC,OFFICE,ADDRESS,DISTRICT,CITY,STATE,PHONE
0,PRATHAMA BANK,PRTH0000001,RTGS-HO,"PRATHAMA BHAVAN, RAM GANGA VIHAR, MORADABAD",MORADABAD,MORADABAD,UTTAR PRADESH,2455177
1,PRATHAMA BANK,PRTH0000002,MOBILE BANKING,"PRATHAMA BANK HEAD OFFICE ,PRATHAMA BHAVAN,RAM GANGA VIHAR PHASE-II , MORADABAD , UP-244001",MORADABAD,MORADABAD,UTTAR PRADESH,2455179
2,PRATHAMA BANK,PRTH0011000,RO MORADABAD,"PRATHAMA BHAVAN, RAM GANGA VIHAR, MORADABAD",MORADABAD,MORADABAD,UTTAR PRADESH,9837001680
3,PRATHAMA BANK,PRTH0011009,AGHWANPUR,P.O. AGHWANPUR TEH. MORADABAD DISTT. MORADABAD.,MORADABAD,MORADABAD,UTTAR PRADESH,9756799009
4,PRATHAMA BANK,PRTH0011011,MOONDA PANDAY,P.O. MOONDA PANDAY TEH.MORADABAD DISTT. MORADABAD.,MORADABAD,MORADABAD,UTTAR PRADESH,9756799011
5,PRATHAMA BANK,PRTH0011012,PAKBARA,P.O. PAKBARA TEH.MORADABAD DISTT. MORADABAD.,MORADABAD,MORADABAD,UTTAR PRADESH,9756799012
6,PRATHAMA BANK,PRTH0011015,R. N SAHASPUR,P.O. R.N. SAHASPUR TEH.BILARI DISTT. MORADABAD.,MORADABAD,MORADABAD,UTTAR PRADESH,9756799015
7,PRATHAMA BANK,PRTH0011016,KUNDARKI,P.O. KUNDERKI TEH.BILARI DISTT. MORADABAD.,MORADABAD,MORADABAD,UTTAR PRADESH,9756799016
8,PRATHAMA BANK,PRTH0011025,MORADABAD MAIN,"A-77 GANDHI NAGAR, PRINCE ROAD, P.O. MORADABAD, DISTT MORADABAD",MORADABAD,MORADABAD,UTTAR PRADESH,9756799025
9,PRATHAMA BANK,PRTH0011026,SARKARAKHAS,P.O. SARKARA KHAS TEH.MORADABAD DISTT. MORADABAD,MORADABAD,MORADABAD,UTTAR PRADESH,9756799026
10,PRATHAMA BANK,PRTH0011030,FATEHPUR VISHNOI,P.O. FATHPUR VISHNOI TEHSIL KANTH DISTT. MORADABAD,MORADABAD,MORADABAD,UTTAR PRADESH,9756799030
11,PRATHAMA BANK,PRTH0011042,SEONDARA,"P.O. SEONDARA TEHSIL BILARI, DISTT. MORDABAD",MORADABAD,MORADABAD,UTTAR PRADESH,9756799042
12,PRATHAMA BANK,PRTH0011048,LODHIPUR JAWAHAR NAGAR,P.O. KAZIPURA TEHSIL. MORADABAD DISTT. MORADABAD,MORADABAD,MORADABAD,UTTAR PRADESH,9756799048
